date,indicator,value,unit,source,source_url,updated_at,frequency,confidence,note
2026-05-01,grid_investment_monthly_amount,165.0,CNY_100m,国家能源局,,2026-05-15T09:00:00,monthly,A,Derived from cumulative grid_investment_amount; monitoring import
2026-06-29,grid_project_new_starts,13,count,国家电网,,2026-06-29T16:00:00,annual_plan,B,电网重大项目新开工数量全年计划; from data/raw/grid_indicators_2026.csv
2026-06-29,grid_tender_value,232.76,CNY_100m,国家电网,,2026-06-29T16:00:00,batch,B,国网设备第2批招标金额; from data/raw/grid_indicators_2026.csv
2026-05-01,korea_exports_yoy,53.2,pct,韩国产业通商资源部,https://english.moef.go.kr/,2026-06-01T00:00:00,monthly,A,MOTIE preliminary May 2026 exports YoY
2026-06-01,korea_exports_yoy,70.9,pct,韩国产业通商资源部,https://english.moef.go.kr/,2026-07-01T08:00:00,monthly,A,MOTIE June 2026 exports YoY +70.9% (official Jul 1; semiconductors +199.5%)
2026-03-16,lme_inventory,119060.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-17,lme_inventory,123784.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-18,lme_inventory,123814.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-19,lme_inventory,123971.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-20,lme_inventory,122743.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-21,lme_inventory,122251.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-22,lme_inventory,119811.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-23,lme_inventory,124861.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-24,lme_inventory,124130.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-25,lme_inventory,125455.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-26,lme_inventory,123489.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-27,lme_inventory,123379.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-28,lme_inventory,123283.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-29,lme_inventory,120643.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-30,lme_inventory,122340.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-03-31,lme_inventory,121559.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-01,lme_inventory,123308.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-02,lme_inventory,123468.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-03,lme_inventory,126456.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-04,lme_inventory,126296.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-05,lme_inventory,120520.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-06,lme_inventory,123973.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-07,lme_inventory,122874.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-08,lme_inventory,123667.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-09,lme_inventory,124444.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-10,lme_inventory,122546.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-11,lme_inventory,120146.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-12,lme_inventory,120773.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-13,lme_inventory,122257.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-14,lme_inventory,121744.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-15,lme_inventory,122430.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-16,lme_inventory,120634.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-17,lme_inventory,121431.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-18,lme_inventory,119769.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-19,lme_inventory,122258.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-20,lme_inventory,122463.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-21,lme_inventory,124040.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-22,lme_inventory,121195.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-23,lme_inventory,120468.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-24,lme_inventory,120624.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-25,lme_inventory,122185.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-26,lme_inventory,122417.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-27,lme_inventory,122620.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-28,lme_inventory,119238.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-29,lme_inventory,121335.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-04-30,lme_inventory,120187.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-01,lme_inventory,117070.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-02,lme_inventory,115070.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-03,lme_inventory,116663.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-04,lme_inventory,116186.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-05,lme_inventory,114186.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-06,lme_inventory,115802.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-07,lme_inventory,116399.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-08,lme_inventory,115997.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-09,lme_inventory,114556.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-10,lme_inventory,118486.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-11,lme_inventory,114284.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-12,lme_inventory,115168.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-13,lme_inventory,113193.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-14,lme_inventory,116238.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-15,lme_inventory,112067.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-16,lme_inventory,114995.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-17,lme_inventory,113611.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-18,lme_inventory,113057.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-19,lme_inventory,115235.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-20,lme_inventory,114189.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-21,lme_inventory,111966.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-22,lme_inventory,114241.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
2026-05-23,lme_inventory,113233.0,ton,金属库存监控,,2026-07-15T00:04:34,daily,B,from metal_inventory_monitor.csv
